query_id	subject_id	length	nident	pident	evalue	genome
EFB_0058	NZ_CP028236.1_3	186	60	32.3	2.19e-22	GCF_009937825.1
EFB_0058	NZ_CP028238.1_30	186	60	32.3	2.19e-22	GCF_009937825.1
EFB_0058	NZ_CP168763.1_28	196	75	38.3	4.36e-33	GCF_041753635.1
EFB_0058	NZ_CP168762.1_43	196	73	37.2	1.39e-31	GCF_041753635.1
EFB_0058	NZ_CP094664.1_13	199	75	37.7	1.78e-32	GCF_023658665.1
EFB_0058	NZ_CP166857.1_291	198	76	38.4	3.64e-32	GCF_053165465.1
EFB_0058	NZ_CM132538.1_2003	192	121	63.0	6.35e-79	GCF_053786295.1
EFB_0058	NZ_CP031272.1_18	197	75	38.1	2.48e-32	GCF_007814385.1
EFB_0058	NZ_CP097072.1_1019	201	131	65.2	6.35e-89	GCF_023300045.1
EFB_0058	NZ_CP097072.1_1792	84	47	56.0	1.50e-24	GCF_023300045.1
EFB_0058	NZ_CP097072.1_615	196	62	31.6	2.93e-23	GCF_023300045.1
EFB_0058	NZ_JBSQGY010000001.1_4	184	60	32.6	2.86e-26	GCF_053852215.1
EFB_0058	NZ_CP130514.1_13	195	67	34.4	8.91e-22	GCF_030533665.1
EFB_0058	NZ_CP191296.1_54	199	136	68.3	8.75e-93	GCF_050427975.1
EFB_0058	NZ_CP191296.1_57	191	79	41.4	1.33e-39	GCF_050427975.1
EFB_0058	NZ_CP128358.1_14	192	122	63.5	3.21e-79	GCF_035200785.1
EFB_0058	NZ_CP128357.1_1931	154	68	44.2	1.73e-29	GCF_035200785.1
EFB_0058	NZ_CP128358.1_29	39	27	69.2	3.24e-12	GCF_035200785.1
EFB_0058	NZ_CP128358.1_30	38	24	63.2	1.21e-09	GCF_035200785.1
EFB_0058	NZ_CP054613.1_641	189	65	34.4	2.10e-22	GCF_013347265.1
EFB_0058	NZ_CP064534.1_18	197	76	38.6	1.56e-32	GCF_045933325.1
EFB_0058	NZ_CP064533.1_1943	196	73	37.2	4.69e-31	GCF_045933325.1
EFB_0058	NZ_CP150826.1_1973	137	93	67.9	2.15e-57	GCF_045348125.1
EFB_0058	NZ_CP150826.1_1969	117	73	62.4	2.04e-41	GCF_045348125.1
EFB_0058	NZ_CP150826.1_59	68	45	66.2	9.62e-25	GCF_045348125.1
EFB_0058	NZ_CP096113.1_6	197	75	38.1	9.75e-32	GCF_023158915.1
EFB_0058	NZ_JBSDWP010000002.1_20	197	76	38.6	1.83e-32	GCF_053503375.1
EFB_0058	NZ_CP045604.1_1788	76	48	63.2	3.49e-28	GCF_015377785.1
EFB_0058	NZ_CP091891.1_46	193	132	68.4	1.47e-90	GCF_022212885.1
EFB_0058	NZ_CP091890.1_58	195	116	59.5	6.98e-75	GCF_022212885.1
EFB_0058	NZ_CP091891.1_8	191	79	41.4	1.39e-39	GCF_022212885.1
EFB_0058	NZ_DBJORY010000002.1_18	161	51	31.7	2.07e-16	GCF_052927565.1
EFB_0058	NZ_DBJORY010000002.1_6	189	62	32.8	5.26e-13	GCF_052927565.1
EFB_0058	NZ_CM128741.1_2088	18	14	77.8	4.32e-04	GCF_052927565.1
EFB_0058	NZ_CP084539.1_760	147	56	38.1	9.37e-25	GCF_021537535.1
EFB_0058	NZ_CP084539.1_2306	189	67	35.4	6.53e-24	GCF_021537535.1
EFB_0058	NZ_CP084540.1_259	57	27	47.4	1.58e-11	GCF_021537535.1
EFB_0058	NZ_CP084016.1_994	188	64	34.0	8.98e-23	GCF_020181435.1
EFB_0058	NZ_CP157198.1_680	192	123	64.1	1.77e-78	GCF_051628875.1
EFB_0058	NZ_CP157198.1_1925	137	92	67.2	1.49e-57	GCF_051628875.1
EFB_0058	NZ_CP180197.1_31	193	125	64.8	2.45e-83	GCF_047549495.1
EFB_0058	NZ_CP180198.1_31	193	125	64.8	2.45e-83	GCF_047549495.1
EFB_0058	NZ_CP180197.1_4	197	71	36.0	3.60e-29	GCF_047549495.1
EFB_0058	NZ_CP180196.1_14	200	71	35.5	2.79e-28	GCF_047549495.1
EFB_0058	NZ_CP180198.1_12	200	71	35.5	2.79e-28	GCF_047549495.1
EFB_0058	NZ_CP085310.1_1184	198	79	39.9	1.06e-32	GCF_053238235.1
EFB_0058	NZ_CP009046.1_1251	20	16	80.0	2.43e-05	GCF_000759555.1
EFB_0058	NZ_CP025137.1_21	195	123	63.1	5.32e-78	GCF_003288195.1
EFB_0058	NZ_CP025136.1_882	191	61	31.9	2.38e-19	GCF_003288195.1
EFB_0058	NZ_CP118924.1_17	183	85	46.4	4.97e-47	GCF_029025725.1
EFB_0058	NZ_CP118923.1_677	186	74	39.8	1.53e-33	GCF_029025725.1
EFB_0058	NZ_JBWJBT010000002.1_30	191	132	69.1	6.80e-90	GCF_056391655.1
EFB_0058	NZ_CP150680.1_18	190	64	33.7	3.52e-27	GCF_039234925.1
EFB_0058	NZ_CP150679.1_26	190	63	33.2	9.81e-27	GCF_039234925.1
EFB_0058	NZ_CP074377.1_1230	192	125	65.1	3.63e-81	GCF_018363095.1
EFB_0058	NZ_CP074377.1_1240	169	82	48.5	1.88e-45	GCF_018363095.1
EFB_0058	NZ_CP155818.1_13	199	75	37.7	1.85e-32	GCF_045348335.1
EFB_0058	NZ_CP134829.1_5	197	75	38.1	1.63e-32	GCF_036420115.1
EFB_0058	NZ_CP134831.1_9	197	72	36.5	7.09e-31	GCF_036420115.1
EFB_0058	NZ_CP009604.1_2	140	55	39.3	6.20e-26	GCF_000835185.1
EFB_0058	NZ_CP009606.1_3	186	59	31.7	2.38e-18	GCF_000835185.1
EFB_0058	NZ_CP023967.1_20	197	75	38.1	9.00e-32	GCF_002591175.1
EFB_0058	NZ_CP023967.1_58	196	73	37.2	2.10e-29	GCF_002591175.1
EFB_0058	NZ_CP047468.1_32	188	61	32.4	9.79e-20	GCF_014170115.1
EFB_0058	NZ_CP047468.1_46	161	49	30.4	8.56e-16	GCF_014170115.1
EFB_0058	NZ_CP130522.1_2441	199	136	68.3	7.30e-93	GCF_030533805.1
EFB_0058	NZ_CP016158.1_155	197	76	38.6	5.05e-32	GCF_003076375.1
EFB_0058	NZ_CP168064.1_42	193	96	49.7	2.26e-51	GCF_041531555.1
EFB_0058	NZ_CP168064.1_31	186	60	32.3	4.22e-22	GCF_041531555.1
EFB_0058	NZ_CP132030.1_13	196	73	37.2	3.25e-29	GCF_030717565.1
EFB_0058	NZ_CP047827.1_12	196	73	37.2	4.53e-29	GCF_009912355.1
EFB_0058	NZ_CP123983.1_2112	197	75	38.1	9.05e-32	GCF_029917065.1
EFB_0058	NZ_CP096527.1_18	139	56	40.3	1.59e-24	GCF_026547005.1
EFB_0058	NZ_CP013621.1_966	196	76	38.8	5.08e-34	GCF_001465755.1
EFB_0058	NZ_CP013621.1_980	183	59	32.2	2.19e-21	GCF_001465755.1
EFB_0058	NZ_CP097012.1_40	197	187	94.9	3.91e-130	GCF_023299425.1
EFB_0058	NZ_CP097010.1_1041	34	22	64.7	3.75e-09	GCF_023299425.1
EFB_0058	NZ_CP065739.1_2738	190	66	34.7	3.09e-20	GCF_016026855.1
EFB_0058	NZ_CP019720.1_21	194	72	37.1	3.23e-24	GCF_011220525.1
EFB_0058	NZ_CP019717.1_4428	33	21	63.6	5.78e-08	GCF_011220525.1
EFB_0058	NZ_AP043992.1_27	193	133	68.9	2.17e-91	GCF_055387695.1
EFB_0058	NZ_CP089503.1_40	197	75	38.1	1.06e-31	GCF_045791595.1
EFB_0058	NZ_CP151209.1_1777	104	41	39.4	1.44e-17	GCF_041903595.1
EFB_0058	NZ_AP025623.1_3209	183	59	32.2	4.66e-19	GCF_022846395.1
EFB_0058	NZ_CP138668.1_12	196	73	37.2	3.23e-29	GCF_036670115.1
EFB_0058	NZ_CP089163.1_15	196	73	37.2	3.38e-29	GCF_021172925.1
EFB_0058	NZ_CP089164.1_12	196	73	37.2	3.38e-29	GCF_021172925.1
EFB_0058	NZ_CM128738.1_342	202	76	37.6	5.63e-33	GCF_052927465.1
EFB_0058	NZ_DBJORV010000002.1_73	197	72	36.5	2.55e-29	GCF_052927465.1
EFB_0058	NZ_CP174516.1_1659	192	124	64.6	9.35e-81	GCF_045919585.1
EFB_0058	NZ_CP084991.1_405	179	56	31.3	2.57e-18	GCF_044793645.1
EFB_0058	NZ_CM149708.1_3514	185	63	34.1	6.15e-23	GCF_056237715.1
EFB_0058	NZ_CM149708.1_3505	198	61	30.8	1.23e-17	GCF_056237715.1
EFB_0058	NZ_AP026569.1_9	202	82	40.6	8.85e-38	GCF_026073115.1
EFB_0058	NZ_AP026570.1_27	200	68	34.0	2.15e-28	GCF_026073115.1
EFB_0058	NZ_CP094858.1_17	201	77	38.3	3.14e-34	GCF_022832775.1
EFB_0058	NZ_CP094858.1_12	197	76	38.6	2.46e-32	GCF_022832775.1
EFB_0058	NZ_CP120654.1_653	199	136	68.3	6.08e-93	GCF_029537275.1
EFB_0058	NZ_OZ260684.1_64	184	83	45.1	5.75e-48	GCF_965286155.1
EFB_0058	NZ_OZ260684.1_33	99	61	61.6	5.74e-36	GCF_965286155.1
EFB_0058	NZ_OZ260683.1_196	91	60	65.9	7.97e-35	GCF_965286155.1
EFB_0058	NZ_OZ260684.1_56	76	52	68.4	6.96e-30	GCF_965286155.1
EFB_0058	NZ_OZ260684.1_55	32	23	71.9	7.64e-10	GCF_965286155.1
EFB_0058	NZ_CP076491.1_38	197	187	94.9	6.26e-130	GCF_022648285.1
EFB_0058	NZ_CP076489.1_59	193	132	68.4	1.45e-90	GCF_022648285.1
EFB_0058	NZ_CP076489.1_50	191	80	41.9	1.38e-39	GCF_022648285.1
EFB_0058	NZ_CP076492.1_36	191	80	41.9	1.38e-39	GCF_022648285.1
EFB_0058	NZ_CP076489.1_113	200	72	36.0	4.25e-29	GCF_022648285.1
EFB_0058	NZ_LR746496.1_2972	187	65	34.8	8.76e-18	GCF_902729405.1
EFB_0058	NZ_CP054567.1_75	183	65	35.5	2.74e-27	GCF_013343075.1
EFB_0058	NZ_CM126253.1_4049	179	57	31.8	8.54e-19	GCF_052373855.1
EFB_0058	NZ_CM126253.1_265	179	57	31.8	1.19e-18	GCF_052373855.1
EFB_0058	NZ_CM126253.1_275	185	60	32.4	3.19e-18	GCF_052373855.1
EFB_0058	NZ_JBQSLM010000002.1_39	185	60	32.4	3.19e-18	GCF_052373855.1
EFB_0058	NZ_CP024103.1_24	148	63	42.6	6.16e-27	GCF_002250905.2
EFB_0058	NZ_CP024102.1_23	191	59	30.9	3.07e-21	GCF_002250905.2
EFB_0058	NZ_CP092556.1_2488	197	73	37.1	1.56e-30	GCF_022691325.1
EFB_0058	NZ_CP092556.1_2576	197	67	34.0	2.14e-27	GCF_022691325.1
EFB_0058	NZ_CP092556.1_2502	32	20	62.5	2.23e-06	GCF_022691325.1
EFB_0058	NZ_CP053957.1_2160	196	74	37.8	2.89e-32	GCF_013267675.1
EFB_0058	NZ_CP053957.1_2169	184	57	31.0	5.07e-25	GCF_013267675.1
EFB_0058	NZ_CP053957.1_2168	183	59	32.2	4.92e-22	GCF_013267675.1
EFB_0058	NZ_CP172402.1_99	205	73	35.6	8.14e-24	GCF_044502415.1
EFB_0058	NZ_CP172402.1_1194	188	67	35.6	8.93e-23	GCF_044502415.1
EFB_0058	NZ_CP019723.1_32	192	124	64.6	2.26e-80	GCF_002024845.1
EFB_0058	NZ_AP024849.1_3701	179	66	36.9	4.70e-20	GCF_019977655.1
EFB_0058	NZ_CP017274.1_5	192	122	63.5	1.48e-79	GCF_023734275.1
EFB_0058	NZ_CP017273.1_1866	191	62	32.5	1.16e-19	GCF_023734275.1
EFB_0058	NZ_CP045993.1_1212	191	65	34.0	2.86e-22	GCF_013401395.2
EFB_0058	NZ_CP159982.1_8	192	121	63.0	1.08e-78	GCF_040688005.1
EFB_0058	NZ_CP136187.1_1119	193	71	36.8	1.76e-25	GCF_033193315.1
EFB_0058	NZ_CP136187.1_2119	144	50	34.7	9.31e-20	GCF_033193315.1
EFB_0058	NZ_CP131925.1_274	148	62	41.9	8.49e-26	GCF_030704245.1
EFB_0058	NZ_CP131925.1_173	154	54	35.1	7.74e-18	GCF_030704245.1
EFB_0058	NZ_AP022886.1_4032	182	61	33.5	7.80e-22	GCF_021654935.1
EFB_0058	NZ_AP022888.1_14	186	59	31.7	1.65e-18	GCF_021654935.1
EFB_0058	NZ_CP017271.1_69	191	61	31.9	2.28e-19	GCF_023734235.1
EFB_0058	NZ_CP184566.1_12	196	73	37.2	3.35e-29	GCF_048627575.1
EFB_0058	NZ_CP047095.1_2980	189	62	32.8	1.07e-18	GCF_009806575.1
EFB_0058	NZ_CP047095.1_2898	186	58	31.2	6.58e-16	GCF_009806575.1
EFB_0058	NZ_CP120922.1_53	192	117	60.9	1.61e-74	GCF_044358145.1
EFB_0058	NZ_CP120922.1_28	36	16	44.4	2.49e-04	GCF_044358145.1
EFB_0058	NZ_CP181101.1_14	199	75	37.7	1.79e-32	GCF_047801745.1
EFB_0058	NZ_CP073799.1_2011	184	61	33.2	3.46e-26	GCF_024205845.1
EFB_0058	NZ_CP053076.1_19	198	82	41.4	8.06e-36	GCF_013004085.1
EFB_0058	NZ_CP053077.1_14	191	70	36.6	1.21e-28	GCF_013004085.1
EFB_0058	NZ_CM143649.1_2336	44	20	45.5	1.75e-05	GCF_055081075.1
EFB_0058	NZ_AP041226.1_77	197	182	92.4	2.59e-128	GCF_055398015.1
EFB_0058	NZ_AP041227.1_19	202	82	40.6	2.84e-38	GCF_055398015.1
EFB_0058	NZ_AP041226.1_57	201	73	36.3	2.19e-28	GCF_055398015.1
EFB_0058	NZ_CP050027.1_12	197	72	36.5	2.46e-29	GCF_018336695.1
EFB_0058	NZ_CP118802.1_5	184	61	33.2	1.33e-26	GCF_030013965.1
EFB_0058	NZ_OZ261681.1_25	196	73	37.2	3.23e-29	GCF_965319415.1
EFB_0058	NZ_CP006804.1_1878	169	83	49.1	1.13e-46	GCF_002287945.1
EFB_0058	NZ_CP186575.1_2317	196	75	38.3	1.24e-31	GCF_056095905.1
EFB_0058	NZ_OZ064363.1_2	192	124	64.6	8.60e-81	GCF_964084875.1
EFB_0058	NZ_CP064625.1_11	184	61	33.2	1.99e-26	GCF_045942175.1
EFB_0058	NZ_CP022893.1_1987	197	76	38.6	1.81e-32	GCF_003354705.1
EFB_0058	NZ_CP171701.1_18	205	81	39.5	4.88e-40	GCF_046119205.1
EFB_0058	NZ_CP171698.1_104	163	63	38.7	5.03e-29	GCF_046119205.1
EFB_0058	NZ_CP171700.1_54	197	67	34.0	2.32e-27	GCF_046119205.1
EFB_0058	NZ_CP059592.1_3440	149	54	36.2	8.25e-21	GCF_021378415.1
EFB_0058	NZ_JBSQTG010000002.1_10	196	73	37.2	3.31e-29	GCF_053877935.1
EFB_0058	NZ_CP192532.1_34	193	97	50.3	1.35e-52	GCF_050613195.1
EFB_0058	NZ_CP192532.1_24	186	60	32.3	2.23e-22	GCF_050613195.1
EFB_0058	NZ_CP150172.1_2524	190	64	33.7	4.88e-22	GCF_037963925.1
EFB_0058	NZ_CP138652.1_2	201	135	67.2	1.80e-91	GCF_033814155.1
EFB_0058	NZ_CP138649.1_28	191	80	41.9	1.76e-40	GCF_033814155.1
EFB_0058	NZ_CP138650.1_66	198	71	35.9	5.82e-30	GCF_033814155.1
EFB_0058	NZ_CP021790.1_1798	192	121	63.0	4.39e-79	GCF_002192435.1
EFB_0058	NZ_CP104762.1_1177	117	97	82.9	1.01e-61	GCF_025402855.1
EFB_0058	NZ_CP104762.1_1202	52	34	65.4	1.52e-14	GCF_025402855.1
EFB_0058	NZ_CP042217.2_63	118	80	67.8	3.43e-52	GCF_009498175.3
EFB_0058	NZ_CP072508.1_23	108	68	63.0	3.80e-45	GCF_009498175.3
EFB_0058	NZ_CP072508.1_37	205	81	39.5	1.04e-39	GCF_009498175.3
EFB_0058	NZ_CP042217.2_76	200	72	36.0	3.84e-29	GCF_009498175.3
EFB_0058	NZ_CP035309.1_1867	184	61	33.2	3.22e-26	GCF_005706215.1
EFB_0058	NZ_CP017461.1_11	199	76	38.2	7.47e-32	GCF_002442895.1
EFB_0058	NZ_CP017461.1_42	197	74	37.6	1.48e-31	GCF_002442895.1
EFB_0058	NZ_CP017461.1_36	184	58	31.5	4.69e-24	GCF_002442895.1
EFB_0058	NZ_CP033438.1_1330	186	74	39.8	1.49e-33	GCF_004355265.1
EFB_0058	NZ_CP118740.1_38	199	119	59.8	7.69e-79	GCF_028994255.1
EFB_0058	NZ_CP118741.1_31	184	83	45.1	8.42e-48	GCF_028994255.1
EFB_0058	NZ_CP118740.1_14	117	73	62.4	1.15e-42	GCF_028994255.1
EFB_0058	NZ_CP118739.1_1041	199	81	40.7	9.11e-35	GCF_028994255.1
EFB_0058	NZ_CP077757.1_1720	196	76	38.8	4.92e-34	GCF_019134635.1
EFB_0058	NZ_CP077757.1_1793	183	59	32.2	2.12e-21	GCF_019134635.1
EFB_0058	NZ_CP101474.1_30	190	64	33.7	3.46e-27	GCF_024362285.1
EFB_0058	NZ_CP101473.1_11	190	64	33.7	4.88e-27	GCF_024362285.1
EFB_0058	NZ_OZ061326.1_15	192	123	64.1	8.11e-80	GCF_964063355.1
EFB_0058	NZ_CP035266.1_1205	186	74	39.8	1.46e-33	GCF_004103635.1
EFB_0058	NZ_CP170765.1_2472	199	136	68.3	7.45e-93	GCF_050882055.1
EFB_0058	NZ_CP170766.1_15	200	75	37.5	1.81e-32	GCF_050882055.1
EFB_0058	NZ_CP085712.1_2523	185	70	37.8	2.89e-25	GCF_023823875.1
EFB_0058	NZ_CP085712.1_1452	163	50	30.7	4.46e-17	GCF_023823875.1
EFB_0058	NZ_CP085712.1_4279	71	23	32.4	4.40e-07	GCF_023823875.1
EFB_0058	NZ_JBUPYC010000002.1_27	186	58	31.2	9.25e-20	GCF_055180575.1
EFB_0058	NZ_CP181118.1_25	197	76	38.6	1.81e-32	GCF_047801985.1
EFB_0058	NZ_CP089496.1_5	197	76	38.6	1.88e-32	GCF_045789635.1
EFB_0058	NZ_CP151108.1_36	182	63	34.6	1.01e-23	GCF_038096195.1
EFB_0058	NZ_CP102746.1_1782	201	131	65.2	2.55e-88	GCF_029542025.1
EFB_0058	NZ_CP102746.1_1994	201	131	65.2	2.55e-88	GCF_029542025.1
EFB_0058	NZ_CP193774.1_20	192	123	64.1	5.53e-80	GCF_050847325.1
EFB_0058	NZ_CP193773.1_1283	192	121	63.0	1.49e-77	GCF_050847325.1
EFB_0058	NZ_CP193773.1_1341	146	95	65.1	2.02e-60	GCF_050847325.1
EFB_0058	NZ_CP193773.1_824	146	93	63.7	6.04e-57	GCF_050847325.1
EFB_0058	NZ_CP094708.1_21	196	77	39.3	5.08e-33	GCF_025558265.1
EFB_0058	NZ_CP168883.1_2021	18	14	77.8	6.37e-04	GCF_041765465.1
EFB_0058	NZ_CP180472.1_267	193	120	62.2	1.16e-75	GCF_055539495.1
EFB_0058	NZ_CP075954.1_44	146	65	44.5	1.23e-30	GCF_020138595.1
EFB_0058	NZ_CP033735.1_2468	197	75	38.1	2.33e-32	GCF_003956025.1
EFB_0058	NZ_CP033735.1_2425	196	73	37.2	1.26e-31	GCF_003956025.1
EFB_0058	NZ_CP033734.1_18	200	75	37.5	1.87e-31	GCF_003956025.1
EFB_0058	NZ_CP033735.1_2430	190	65	34.2	1.15e-27	GCF_003956025.1
EFB_0058	NZ_CP047848.1_18	197	75	38.1	9.68e-32	GCF_009912755.1
EFB_0058	NZ_CP199011.1_25	196	73	37.2	4.54e-29	GCF_052398665.1
EFB_0058	NZ_CP130945.1_3561	190	66	34.7	2.40e-22	GCF_050389805.1
EFB_0058	NZ_CP156987.1_7	197	75	38.1	9.45e-32	GCF_037046385.2
EFB_0058	NZ_CM135945.1_3157	59	23	39.0	2.76e-05	GCF_054353605.1
EFB_0058	NZ_CP129530.1_354	192	123	64.1	3.55e-78	GCF_038396735.1
EFB_0058	NZ_CP129530.1_197	191	61	31.9	3.26e-19	GCF_038396735.1
EFB_0058	NZ_CP025124.1_55	185	63	34.1	3.51e-20	GCF_002833405.1
EFB_0058	NZ_CP025135.1_3221	185	63	34.1	4.27e-19	GCF_002833405.1
EFB_0058	NZ_CP196572.1_38	161	51	31.7	2.04e-16	GCF_051791395.1
EFB_0058	NZ_CP196572.1_2	189	62	32.8	5.18e-13	GCF_051791395.1
EFB_0058	NZ_CP141330.1_2479	169	81	47.9	5.08e-45	GCF_035334605.1
EFB_0058	NZ_CP120757.1_5	140	58	41.4	4.11e-25	GCF_029580895.1
EFB_0058	NZ_CP038866.1_28	193	132	68.4	9.08e-91	GCF_004792515.1
EFB_0058	NZ_CP038865.1_994	62	44	71.0	3.17e-20	GCF_004792515.1
EFB_0058	NZ_CP020473.1_2462	146	46	31.5	3.36e-15	GCF_019056555.1
EFB_0058	NZ_CP050919.1_1948	192	121	63.0	4.53e-79	GCF_012273035.1
EFB_0058	NZ_CP066474.1_200	191	80	41.9	4.16e-40	GCF_016406605.1
EFB_0058	NZ_CP066475.1_39	202	82	40.6	3.30e-38	GCF_016406605.1
EFB_0058	NZ_CP066474.1_83	163	63	38.7	5.15e-29	GCF_016406605.1
EFB_0058	NZ_CP066476.1_33	197	69	35.0	2.18e-28	GCF_016406605.1
EFB_0058	NZ_CP066475.1_72	197	69	35.0	2.18e-28	GCF_016406605.1
EFB_0058	NZ_OZ061246.1_43	192	122	63.5	6.49e-79	GCF_964062795.1
EFB_0058	NZ_OZ061245.1_2830	162	70	43.2	2.45e-35	GCF_964062795.1
EFB_0058	NZ_OZ061245.1_2406	191	71	37.2	5.37e-30	GCF_964062795.1
EFB_0058	NZ_CP181217.1_48	199	175	87.9	6.67e-121	GCF_053117575.1
EFB_0058	NZ_CP116544.1_109	118	79	66.9	2.71e-51	GCF_028335585.1
EFB_0058	NZ_CP116544.1_69	205	81	39.5	7.21e-40	GCF_028335585.1
EFB_0058	NZ_CP181144.1_14	199	75	37.7	1.79e-32	GCF_047802175.1
EFB_0058	NZ_CP018769.1_10	199	75	37.7	1.82e-32	GCF_001975045.1
EFB_0058	NZ_CP015818.1_15	192	119	62.0	1.07e-76	GCF_002140115.1
EFB_0058	NZ_CP015818.1_41	196	73	37.2	3.30e-29	GCF_002140115.1
EFB_0058	NZ_CP118792.1_30	197	76	38.6	8.68e-33	GCF_040409885.1
EFB_0058	NZ_CP118791.1_4	197	75	38.1	1.90e-31	GCF_040409885.1
EFB_0058	NZ_CP118793.1_6	197	75	38.1	1.90e-31	GCF_040409885.1
EFB_0058	NZ_CP118792.1_33	184	60	32.6	1.89e-26	GCF_040409885.1
EFB_0058	NZ_CP022615.1_920	145	56	38.6	1.02e-22	GCF_003351945.1
EFB_0058	NZ_CP072886.1_20	193	132	68.4	1.22e-90	GCF_019175465.1
EFB_0058	NZ_CP072886.1_50	205	81	39.5	6.85e-40	GCF_019175465.1
EFB_0058	NZ_CP072885.1_142	200	71	35.5	3.56e-29	GCF_019175465.1
EFB_0058	NZ_CP044354.1_2025	192	121	63.0	4.85e-79	GCF_008802915.1
EFB_0058	NZ_CP044354.1_730	192	123	64.1	1.94e-78	GCF_008802915.1
EFB_0058	NZ_CP044354.1_1307	146	94	64.4	2.48e-59	GCF_008802915.1
EFB_0058	NZ_CP044354.1_1364	97	63	64.9	9.95e-38	GCF_008802915.1
EFB_0058	NZ_LR135192.1_50	197	180	91.4	4.91e-125	GCF_900638825.1
EFB_0058	NZ_LR135191.1_264	180	160	88.9	1.79e-111	GCF_900638825.1
EFB_0058	NZ_LR135193.1_58	198	68	34.3	3.16e-26	GCF_900638825.1
EFB_0058	NZ_CP148077.1_14	197	76	38.6	1.82e-32	GCF_037482255.1
EFB_0058	NZ_CP187233.1_56	160	53	33.1	1.59e-19	GCF_049673565.1
EFB_0058	NZ_CP184562.1_5	196	73	37.2	3.33e-29	GCF_048628735.1
EFB_0058	NC_023037.2_2755	177	57	32.2	5.63e-18	GCF_000507205.3
EFB_0058	NZ_CP051645.1_44	197	74	37.6	1.50e-30	GCF_012851115.1
EFB_0058	NZ_JBUPYD010000003.1_35	192	117	60.9	1.17e-74	GCF_055180355.1
EFB_0058	NZ_JBUPYD010000003.1_10	186	57	30.6	2.44e-20	GCF_055180355.1
EFB_0058	NZ_CM143693.1_515	186	56	30.1	2.89e-20	GCF_055180355.1
EFB_0058	NZ_CP172260.1_39	183	85	46.4	4.96e-47	GCF_044502425.1
EFB_0058	NZ_CP172259.1_750	186	74	39.8	1.52e-33	GCF_044502425.1
EFB_0058	NZ_CP065961.1_15	192	119	62.0	1.11e-76	GCF_016128315.1
EFB_0058	NZ_CP065961.1_44	196	76	38.8	8.34e-34	GCF_016128315.1
