blast_hit_id	contig_orf_id	genome	strand	genome_start	genome_stop
NZ_OZ281640.1_12	NZ_OZ281640.1_4275-14924:._9	NZ_OZ281640.1	-1	10837	12843
NZ_CP142812.1_48	NZ_CP142812.1_41372-52015:._8	NZ_CP142812.1	-1	48461	48883
NZ_CP142813.1_32	NZ_CP142813.1_28212-38816:._6	NZ_CP142813.1	1	34964	35452
NZ_CP134832.1_6	NZ_CP134832.1_1266-11876:._6	NZ_CP134832.1	1	6510	9182
NZ_CP134833.1_6	NZ_CP134833.1_5003-15610:._2	NZ_CP134833.1	1	6265	6876
NZ_CP134833.1_12	NZ_CP134833.1_5003-15610:._8	NZ_CP134833.1	-1	13847	14506
NZ_CP116016.1_1842	NZ_CP116016.1_1764374-1774993:._5	NZ_CP116016.1	-1	1769373	1769993
NZ_CP036071.1_11	NZ_CP036071.1_5110-15750:._6	NZ_CP036071.1	-1	10109	10750
NZ_CP184530.1_1604	NZ_CP184530.1_1703743-1714338:._8	NZ_CP184530.1	1	1708742	1709338
NZ_CP028236.1_17	NZ_CP028236.1_10536-21167:._6	NZ_CP028236.1	-1	15535	16167
NZ_CP028236.1_19	NZ_CP028236.1_10536-21167:._8	NZ_CP028236.1	-1	17714	18151
NZ_CP028236.1_30	NZ_CP028236.1_30580-41166:._2	NZ_CP028236.1	-1	31584	33176
NZ_CP028236.1_33	NZ_CP028236.1_30580-41166:._5	NZ_CP028236.1	-1	34455	34736
NZ_CP028236.1_38	NZ_CP028236.1_30580-41166:._10	NZ_CP028236.1	-1	40162	40839
NZ_CP028237.1_3	NZ_CP028237.1_1-6781:._3	NZ_CP028237.1	-1	668	2200
NZ_CP028238.1_17	NZ_CP028238.1_10329-20945:._6	NZ_CP028238.1	-1	16944	17375
NZ_CP028238.1_19	NZ_CP028238.1_10329-20945:._8	NZ_CP028238.1	-1	17770	18045
NZ_CP028238.1_30	NZ_CP028238.1_22059-32612:._8	NZ_CP028238.1	-1	27058	27612
NZ_CP028238.1_33	NZ_CP028238.1_22059-32612:._11	NZ_CP028238.1	-1	30957	31553
NZ_CP028239.1_19	NZ_CP028239.1_12771-23045:._3	NZ_CP028239.1	-1	15328	15945
NZ_CP168762.1_28	NZ_CP168762.1_17599-28200:._4	NZ_CP168762.1	1	20003	20137
NZ_CP168763.1_43	NZ_CP168763.1_30674-41278:._9	NZ_CP168763.1	-1	40226	41155
NZ_CP094664.1_13	NZ_CP094664.1_5189-15799:._7	NZ_CP094664.1	1	10188	10799
NZ_CP166857.1_291	NZ_CP166857.1_322299-332906:._7	NZ_CP166857.1	-1	327298	327906
NZ_CP031272.1_18	NZ_CP031272.1_9051-19661:._8	NZ_CP031272.1	-1	14050	14661
NZ_CP097072.1_615	NZ_CP097072.1_644126-654730:._5	NZ_CP097072.1	-1	649125	649730
NZ_CP097072.1_1019	NZ_CP097072.1_1062332-1072948:._6	NZ_CP097072.1	1	1067331	1067948
NZ_JBSQGY010000001.1_4	NZ_JBSQGY010000001.1_1-7457:._4	NZ_JBSQGY010000001.1	1	1909	2457
NZ_CP130514.1_13	NZ_CP130514.1_6887-17419:._6	NZ_CP130514.1	1	11886	12419
NZ_CP191296.1_54	NZ_CP191296.1_40603-51204:._9	NZ_CP191296.1	1	45602	46204
NZ_CP191296.1_57	NZ_CP191296.1_40603-51204:._13	NZ_CP191296.1	1	50350	50955
NZ_CP128358.1_29	NZ_CP128358.1_21237-31391:._7	NZ_CP128358.1	1	26236	26391
NZ_CP128358.1_30	NZ_CP128358.1_21237-31391:._8	NZ_CP128358.1	1	26339	26488
NZ_CP054613.1_641	NZ_CP054613.1_735133-745707:._10	NZ_CP054613.1	-1	740132	740707
NZ_CP064533.1_18	NZ_CP064533.1_15940-26547:._8	NZ_CP064533.1	1	24546	25247
NZ_CP150826.1_59	NZ_CP150826.1_58269-68477:._3	NZ_CP150826.1	1	63268	63477
NZ_CP150826.1_1969	NZ_CP150826.1_1925911-1936272:._8	NZ_CP150826.1	-1	1930910	1931272
NZ_CP150826.1_1973	NZ_CP150826.1_1925911-1936272:._12	NZ_CP150826.1	-1	1933655	1934068
NZ_CP096113.1_6	NZ_CP096113.1_1180-11787:._6	NZ_CP096113.1	1	6179	6787
NZ_JBSDWP010000002.1_20	NZ_JBSDWP010000002.1_9525-20132:._9	NZ_JBSDWP010000002.1	-1	14524	15132
NZ_CP045604.1_1788	NZ_CP045604.1_1782791-1793092:._7	NZ_CP045604.1	1	1787790	1788092
NZ_CP091891.1_46	NZ_CP091891.1_40732-51348:._9	NZ_CP091891.1	1	45731	46348
NZ_CP091891.1_58	NZ_CP091891.1_50031-60620:._7	NZ_CP091891.1	-1	53832	54569
NZ_CM128741.1_18	NZ_CM128741.1_15963-26516:._5	NZ_CM128741.1	-1	19993	21111
NZ_DBJORY010000002.1_6	NZ_DBJORY010000002.1_1-10545:._6	NZ_DBJORY010000002.1	1	4937	5545
NZ_CP084539.1_760	NZ_CP084539.1_840503-851113:._12	NZ_CP084539.1	-1	845502	846113
NZ_CP084539.1_2306	NZ_CP084539.1_2436499-2447052:._6	NZ_CP084539.1	-1	2441498	2442052
NZ_CP084540.1_259	NZ_CP084540.1_252519-262715:._5	NZ_CP084540.1	1	257518	257715
NZ_CP084016.1_994	NZ_CP084016.1_997025-1007629:._5	NZ_CP084016.1	1	1002024	1002629
NZ_CP157198.1_680	NZ_CP157198.1_725035-735618:._6	NZ_CP157198.1	1	730034	730618
NZ_CP157198.1_1925	NZ_CP157198.1_1986008-1996456:._8	NZ_CP157198.1	1	1991007	1991456
NZ_CP180196.1_12	NZ_CP180196.1_6650-17263:._1	NZ_CP180196.1	1	6904	7293
NZ_CP180196.1_14	NZ_CP180196.1_6650-17263:._3	NZ_CP180196.1	1	7871	8485
NZ_CP180197.1_4	NZ_CP180197.1_2872-13485:._1	NZ_CP180197.1	-1	2925	3539
NZ_CP180197.1_12	NZ_CP180197.1_2872-13485:._9	NZ_CP180197.1	-1	9596	9868
NZ_CP180197.1_14	NZ_CP180197.1_2872-13485:._11	NZ_CP180197.1	-1	10192	11088
NZ_CP180197.1_31	NZ_CP180197.1_20514-31130:._7	NZ_CP180197.1	-1	25513	26130
NZ_CP180198.1_4	NZ_CP180198.1_1-8539:._4	NZ_CP180198.1	1	4350	4766
NZ_CP180198.1_31	NZ_CP180198.1_22513-33129:._7	NZ_CP180198.1	-1	27512	28129
NZ_CP085310.1_1184	NZ_CP085310.1_1276636-1287261:._7	NZ_CP085310.1	-1	1281635	1282261
NZ_CP009046.1_1251	NZ_CP009046.1_1367835-1377992:._7	NZ_CP009046.1	1	1372834	1372992
NZ_CP025136.1_21	NZ_CP025136.1_17168-27754:._6	NZ_CP025136.1	-1	21277	21783
NZ_CP118923.1_17	NZ_CP118923.1_7352-17953:._10	NZ_CP118923.1	1	16743	16940
NZ_JBWJBT010000002.1_30	NZ_JBWJBT010000002.1_22973-33565:._5	NZ_JBWJBT010000002.1	1	27972	28565
NZ_CP150679.1_18	NZ_CP150679.1_10070-20617:._11	NZ_CP150679.1	1	17468	18814
NZ_CP150680.1_26	NZ_CP150680.1_21342-31889:._2	NZ_CP150680.1	1	22540	23640
NZ_CP074377.1_1230	NZ_CP074377.1_1322867-1333453:._6	NZ_CP074377.1	-1	1327866	1328453
NZ_CP074377.1_1240	NZ_CP074377.1_1330270-1340919:._9	NZ_CP074377.1	1	1335269	1335919
NZ_CP155818.1_13	NZ_CP155818.1_6723-17333:._6	NZ_CP155818.1	-1	11722	12333
NZ_CP134829.1_5	NZ_CP134829.1_1-7986:._5	NZ_CP134829.1	-1	2378	2986
NZ_CP134829.1_9	NZ_CP134829.1_1-7986:._9	NZ_CP134829.1	-1	6060	7058
NZ_CP134831.1_5	NZ_CP134831.1_2246-12853:._3	NZ_CP134831.1	-1	3193	4038
NZ_CP134831.1_9	NZ_CP134831.1_2246-12853:._7	NZ_CP134831.1	1	7245	7853
NZ_CP009604.1_2	NZ_CP009604.1_1-5730:._3	NZ_CP009604.1	1	730	1341
NZ_CP009604.1_3	NZ_CP009604.1_1-5730:._4	NZ_CP009604.1	-1	1940	2434
NZ_CP009606.1_2	NZ_CP009606.1_1-7767:._2	NZ_CP009606.1	1	707	1840
NZ_CP009606.1_3	NZ_CP009606.1_1-7767:._3	NZ_CP009606.1	1	2216	2767
NZ_CP023967.1_20	NZ_CP023967.1_16820-27430:._6	NZ_CP023967.1	-1	21819	22430
NZ_CP023967.1_58	NZ_CP023967.1_59399-70006:._6	NZ_CP023967.1	1	64398	65006
NZ_CP047468.1_32	NZ_CP047468.1_23709-34268:._4	NZ_CP047468.1	-1	28708	29268
NZ_CP047468.1_46	NZ_CP047468.1_34751-45322:._7	NZ_CP047468.1	-1	39750	40322
NZ_CP130522.1_2441	NZ_CP130522.1_2638770-2649371:._9	NZ_CP130522.1	-1	2643769	2644371
NZ_CP016158.1_155	NZ_CP016158.1_107902-118509:._8	NZ_CP016158.1	1	112901	113509
NZ_CP168064.1_31	NZ_CP168064.1_27443-38032:._5	NZ_CP168064.1	1	32442	33032
NZ_CP168064.1_42	NZ_CP168064.1_40978-51609:._5	NZ_CP168064.1	1	45977	46609
NZ_CP132030.1_13	NZ_CP132030.1_5554-16161:._6	NZ_CP132030.1	1	10553	11161
NZ_CP047827.1_12	NZ_CP047827.1_6426-17033:._6	NZ_CP047827.1	1	11425	12033
NZ_CP123983.1_2112	NZ_CP123983.1_2179835-2190445:._5	NZ_CP123983.1	1	2184834	2185445
NZ_CP096527.1_18	NZ_CP096527.1_5410-14984:._8	NZ_CP096527.1	-1	9984	10409
NZ_CP013621.1_966	NZ_CP013621.1_1040209-1050840:._6	NZ_CP013621.1	-1	1045208	1045840
NZ_CP013621.1_980	NZ_CP013621.1_1052684-1063243:._8	NZ_CP013621.1	1	1057683	1058243
NZ_CP065739.1_2738	NZ_CP065739.1_2637171-2647724:._8	NZ_CP065739.1	1	2642170	2642724
NZ_AP043992.1_27	NZ_AP043992.1_16372-26988:._8	NZ_AP043992.1	1	21371	21988
NZ_CP089503.1_40	NZ_CP089503.1_28583-39193:._6	NZ_CP089503.1	1	33582	34193
NZ_CP151209.1_1777	NZ_CP151209.1_1859541-1869878:._5	NZ_CP151209.1	1	1864540	1864878
NZ_AP025623.1_3209	NZ_AP025623.1_3212148-3222710:._9	NZ_AP025623.1	1	3217147	3217710
NZ_CP138668.1_12	NZ_CP138668.1_6416-17023:._6	NZ_CP138668.1	1	11415	12023
NZ_CP089163.1_12	NZ_CP089163.1_6463-17070:._5	NZ_CP089163.1	-1	8431	8742
NZ_CP089163.1_15	NZ_CP089163.1_6463-17070:._8	NZ_CP089163.1	-1	11462	12070
NZ_CP089164.1_12	NZ_CP089164.1_3545-14152:._8	NZ_CP089164.1	-1	8544	9152
NZ_CP089164.1_15	NZ_CP089164.1_3545-14152:._11	NZ_CP089164.1	1	12220	12600
NZ_CM128738.1_342	NZ_CM128738.1_358339-368955:._4	NZ_CM128738.1	1	363338	363955
NZ_DBJORV010000002.1_73	NZ_DBJORV010000002.1_62312-72910:._7	NZ_DBJORV010000002.1	-1	67311	67910
NZ_CP174516.1_1659	NZ_CP174516.1_1629314-1639900:._7	NZ_CP174516.1	-1	1634313	1634900
NZ_CP084991.1_405	NZ_CP084991.1_366314-376882:._10	NZ_CP084991.1	-1	371313	371882
NZ_CM149708.1_3505	NZ_CM149708.1_3344148-3354767:._9	NZ_CM149708.1	-1	3349147	3349767
NZ_CM149708.1_3514	NZ_CM149708.1_3350826-3361379:._8	NZ_CM149708.1	1	3355825	3356379
NZ_AP026569.1_9	NZ_AP026569.1_2548-13158:._7	NZ_AP026569.1	1	7547	8158
NZ_AP026570.1_27	NZ_AP026570.1_14597-25204:._11	NZ_AP026570.1	-1	19596	20204
NZ_CP094858.1_12	NZ_CP094858.1_1260-11867:._10	NZ_CP094858.1	-1	6259	6867
NZ_CP094858.1_17	NZ_CP094858.1_6259-16878:._6	NZ_CP094858.1	1	11258	11878
NZ_CP120654.1_653	NZ_CP120654.1_663372-673973:._9	NZ_CP120654.1	1	668371	668973
NZ_OZ260684.1_33	NZ_OZ260684.1_21844-32148:._6	NZ_OZ260684.1	1	26843	27148
NZ_OZ260684.1_55	NZ_OZ260684.1_38189-48472:._9	NZ_OZ260684.1	1	43051	43152
NZ_OZ260684.1_56	NZ_OZ260684.1_38189-48472:._10	NZ_OZ260684.1	1	43188	43472
NZ_OZ260684.1_64	NZ_OZ260684.1_46665-57266:._6	NZ_OZ260684.1	1	51664	52266
NZ_CP076489.1_59	NZ_CP076489.1_41237-51853:._7	NZ_CP076489.1	-1	46236	46853
NZ_CP076489.1_113	NZ_CP076489.1_91195-101808:._7	NZ_CP076489.1	-1	96194	96808
NZ_CP076491.1_50	NZ_CP076491.1_34065-44669:._12	NZ_CP076491.1	-1	39541	39954
NZ_CP076492.1_36	NZ_CP076492.1_27000-37601:._5	NZ_CP076492.1	1	32993	33598
NZ_LR746496.1_2972	NZ_LR746496.1_3374900-3385483:._8	NZ_LR746496.1	-1	3379899	3380483
NZ_CP054567.1_75	NZ_CP054567.1_43967-54577:._10	NZ_CP054567.1	1	48966	49577
NZ_CM126253.1_265	NZ_CM126253.1_288254-298822:._4	NZ_CM126253.1	1	293253	293822
NZ_CM126253.1_275	NZ_CM126253.1_296417-306982:._6	NZ_CM126253.1	1	301416	301982
NZ_CM126253.1_4049	NZ_CM126253.1_4019947-4030515:._9	NZ_CM126253.1	-1	4024946	4025515
NZ_JBQSLM010000002.1_39	NZ_JBQSLM010000002.1_30573-41138:._4	NZ_JBQSLM010000002.1	-1	35572	36138
NZ_CP092556.1_2488	NZ_CP092556.1_2649886-2660493:._6	NZ_CP092556.1	1	2654885	2655493
NZ_CP092556.1_2502	NZ_CP092556.1_2660736-2670851:._9	NZ_CP092556.1	-1	2665735	2665851
NZ_CP092556.1_2576	NZ_CP092556.1_2723548-2734161:._7	NZ_CP092556.1	-1	2728547	2729161
NZ_CP053957.1_2160	NZ_CP053957.1_2185587-2196185:._6	NZ_CP053957.1	-1	2190586	2191185
NZ_CP053957.1_2168	NZ_CP053957.1_2185587-2196185:._14	NZ_CP053957.1	1	2195406	2195966
NZ_CP053957.1_2169	NZ_CP053957.1_2190407-2200966:._11	NZ_CP053957.1	1	2196069	2196617
NZ_CP172402.1_99	NZ_CP172402.1_105862-116424:._9	NZ_CP172402.1	1	110861	111424
NZ_CP172402.1_1194	NZ_CP172402.1_1342589-1353154:._6	NZ_CP172402.1	-1	1347588	1348154
NZ_CP019723.1_32	NZ_CP019723.1_22392-32984:._9	NZ_CP019723.1	1	27391	27984
NZ_AP024849.1_3701	NZ_AP024849.1_3970997-3981604:._4	NZ_AP024849.1	-1	3975996	3976604
NZ_CP017273.1_5	NZ_CP017273.1_1-9795:._5	NZ_CP017273.1	1	2557	3450
NZ_CP045993.1_1212	NZ_CP045993.1_1239180-1249733:._6	NZ_CP045993.1	-1	1244179	1244733
NZ_CP159982.1_8	NZ_CP159982.1_3901-14484:._5	NZ_CP159982.1	-1	8900	9484
NZ_CP136187.1_1119	NZ_CP136187.1_1080320-1090927:._11	NZ_CP136187.1	1	1085319	1085927
NZ_CP136187.1_2119	NZ_CP136187.1_2091476-2102086:._6	NZ_CP136187.1	-1	2096475	2097086
NZ_CP131925.1_173	NZ_CP131925.1_187669-198300:._8	NZ_CP131925.1	1	192668	193300
NZ_CP131925.1_274	NZ_CP131925.1_262342-272949:._7	NZ_CP131925.1	-1	267341	267949
NZ_AP022886.1_4032	NZ_AP022886.1_3945376-3955938:._5	NZ_AP022886.1	1	3950375	3950938
NZ_AP022888.1_14	NZ_AP022888.1_9414-19964:._6	NZ_AP022888.1	1	14413	14964
NZ_CP017271.1_69	NZ_CP017271.1_59959-70512:._6	NZ_CP017271.1	1	64958	65512
NZ_CP184566.1_12	NZ_CP184566.1_6425-17032:._6	NZ_CP184566.1	1	11424	12032
NZ_CP047095.1_2898	NZ_CP047095.1_2733973-2744547:._5	NZ_CP047095.1	-1	2738972	2739547
NZ_CP047095.1_2980	NZ_CP047095.1_2803411-2813970:._5	NZ_CP047095.1	1	2808410	2808970
NZ_CP120922.1_28	NZ_CP120922.1_19616-29737:._7	NZ_CP120922.1	-1	24615	24737
NZ_CP120922.1_53	NZ_CP120922.1_44305-54903:._4	NZ_CP120922.1	1	49304	49903
NZ_CP181101.1_14	NZ_CP181101.1_6721-17331:._6	NZ_CP181101.1	-1	11720	12331
NZ_CP073799.1_2011	NZ_CP073799.1_1935282-1945832:._8	NZ_CP073799.1	-1	1940281	1940832
NZ_CP053077.1_19	NZ_CP053077.1_10788-21416:._5	NZ_CP053077.1	-1	13115	14314
NZ_CP053076.1_14	NZ_CP053076.1_5244-15797:._7	NZ_CP053076.1	1	10824	11996
NZ_CM143649.1_2336	NZ_CM143649.1_2448513-2458691:._7	NZ_CM143649.1	-1	2453512	2453691
NZ_AP041227.1_57	NZ_AP041227.1_44324-54946:._4	NZ_AP041227.1	1	46195	46341
NZ_AP041226.1_77	NZ_AP041226.1_64494-75095:._6	NZ_AP041226.1	1	69493	70095
NZ_CP050027.1_12	NZ_CP050027.1_5439-14839:._6	NZ_CP050027.1	-1	9839	10438
NZ_CP118802.1_5	NZ_CP118802.1_1-8047:._5	NZ_CP118802.1	-1	2496	3047
NZ_OZ261681.1_25	NZ_OZ261681.1_14536-25143:._6	NZ_OZ261681.1	1	19535	20143
NZ_CP006804.1_1878	NZ_CP006804.1_2002823-2013472:._9	NZ_CP006804.1	-1	2007822	2008472
NZ_CP186575.1_2317	NZ_CP186575.1_2494551-2505158:._6	NZ_CP186575.1	-1	2499550	2500158
NZ_OZ064363.1_2	NZ_OZ064363.1_1-6696:._2	NZ_OZ064363.1	-1	1109	1696
NZ_CP064625.1_11	NZ_CP064625.1_3387-14030:._7	NZ_CP064625.1	-1	8386	9030
NZ_CP022893.1_1987	NZ_CP022893.1_2120422-2131029:._8	NZ_CP022893.1	-1	2125421	2126029
NZ_CP171698.1_54	NZ_CP171698.1_44608-55221:._7	NZ_CP171698.1	-1	48433	49251
NZ_CP059592.1_3440	NZ_CP059592.1_3844525-3855081:._6	NZ_CP059592.1	1	3849524	3850081
NZ_JBSQTG010000002.1_10	NZ_JBSQTG010000002.1_5454-16061:._6	NZ_JBSQTG010000002.1	1	10453	11061
NZ_CP192532.1_24	NZ_CP192532.1_20329-30882:._5	NZ_CP192532.1	1	25328	25882
NZ_CP192532.1_34	NZ_CP192532.1_29594-40225:._5	NZ_CP192532.1	1	34593	35225
NZ_CP150172.1_2524	NZ_CP150172.1_2641087-2651727:._5	NZ_CP150172.1	-1	2646086	2646727
NZ_CP138650.1_2	NZ_CP138650.1_1-6679:._2	NZ_CP138650.1	1	95	553
NZ_CP104762.1_1177	NZ_CP104762.1_1140571-1150998:._5	NZ_CP104762.1	1	1145570	1145998
NZ_CP104762.1_1202	NZ_CP104762.1_1156151-1166305:._6	NZ_CP104762.1	1	1161150	1161305
NZ_CP072508.1_37	NZ_CP072508.1_33067-43689:._8	NZ_CP072508.1	-1	38066	38689
NZ_CP042217.2_23	NZ_CP042217.2_14697-25034:._2	NZ_CP042217.2	1	15186	15788
NZ_CP042217.2_76	NZ_CP042217.2_60473-71086:._9	NZ_CP042217.2	-1	65472	66086
NZ_CP035309.1_1867	NZ_CP035309.1_1807489-1818039:._8	NZ_CP035309.1	-1	1812488	1813039
NZ_CP017461.1_11	NZ_CP017461.1_7777-18387:._4	NZ_CP017461.1	-1	12776	13387
NZ_CP017461.1_36	NZ_CP017461.1_29288-39838:._6	NZ_CP017461.1	1	34287	34838
NZ_CP017461.1_42	NZ_CP017461.1_35176-45786:._6	NZ_CP017461.1	-1	40175	40786
NZ_CP033438.1_1330	NZ_CP033438.1_1372040-1382635:._6	NZ_CP033438.1	-1	1377039	1377635
NZ_CP118739.1_31	NZ_CP118739.1_27277-37878:._7	NZ_CP118739.1	1	34156	36408
NZ_CP118740.1_38	NZ_CP118740.1_26968-37572:._6	NZ_CP118740.1	1	31967	32572
NZ_CP118741.1_14	NZ_CP118741.1_4213-14571:._11	NZ_CP118741.1	-1	11580	11711
NZ_CP077757.1_1720	NZ_CP077757.1_1861170-1871801:._6	NZ_CP077757.1	-1	1866169	1866801
NZ_CP077757.1_1793	NZ_CP077757.1_1932453-1943012:._5	NZ_CP077757.1	-1	1937452	1938012
NZ_CP101473.1_30	NZ_CP101473.1_20109-30656:._12	NZ_CP101473.1	-1	30006	30260
NZ_OZ061326.1_15	NZ_OZ061326.1_4322-14905:._9	NZ_OZ061326.1	1	9321	9905
NZ_CP035266.1_1205	NZ_CP035266.1_1241421-1252016:._6	NZ_CP035266.1	-1	1246420	1247016
NZ_CP170765.1_2472	NZ_CP170765.1_2663522-2674123:._9	NZ_CP170765.1	-1	2668521	2669123
NZ_CP170766.1_15	NZ_CP170766.1_8760-19370:._7	NZ_CP170766.1	1	13759	14370
NZ_CP085712.1_1452	NZ_CP085712.1_1509286-1519833:._13	NZ_CP085712.1	1	1514285	1514833
NZ_CP085712.1_2523	NZ_CP085712.1_2520737-2531290:._6	NZ_CP085712.1	-1	2525736	2526290
NZ_CP085712.1_4279	NZ_CP085712.1_4234687-4244895:._11	NZ_CP085712.1	-1	4239686	4239895
NZ_JBUPYC010000002.1_27	NZ_JBUPYC010000002.1_14693-25318:._9	NZ_JBUPYC010000002.1	1	19692	20318
NZ_CP181118.1_25	NZ_CP181118.1_13820-24427:._8	NZ_CP181118.1	-1	18819	19427
NZ_CP089496.1_5	NZ_CP089496.1_1-8915:._5	NZ_CP089496.1	-1	3307	3915
NZ_CP151108.1_36	NZ_CP151108.1_29171-39745:._7	NZ_CP151108.1	-1	34170	34745
NZ_CP102746.1_1782	NZ_CP102746.1_1858398-1869014:._6	NZ_CP102746.1	-1	1863397	1864014
NZ_CP102746.1_1994	NZ_CP102746.1_2085096-2095712:._6	NZ_CP102746.1	-1	2090095	2090712
NZ_CP193773.1_20	NZ_CP193773.1_20743-31326:._3	NZ_CP193773.1	1	22156	23427
NZ_CP193773.1_1283	NZ_CP193773.1_1266965-1277548:._10	NZ_CP193773.1	1	1271964	1272548
NZ_CP193773.1_1341	NZ_CP193773.1_1327549-1337997:._6	NZ_CP193773.1	1	1332548	1332997
NZ_CP094708.1_21	NZ_CP094708.1_7140-17762:._9	NZ_CP094708.1	-1	12139	12762
NZ_CP180472.1_267	NZ_CP180472.1_255687-266270:._6	NZ_CP180472.1	1	260686	261270
NZ_CP075954.1_44	NZ_CP075954.1_32184-42917:._4	NZ_CP075954.1	1	37183	37917
NZ_CP033735.1_2425	NZ_CP033735.1_2400612-2411216:._5	NZ_CP033735.1	-1	2405611	2406216
NZ_CP033735.1_2430	NZ_CP033735.1_2400612-2411216:._10	NZ_CP033735.1	-1	2410105	2410653
NZ_CP047848.1_18	NZ_CP047848.1_8955-19562:._5	NZ_CP047848.1	1	13954	14562
NZ_CP199011.1_25	NZ_CP199011.1_21675-32282:._6	NZ_CP199011.1	1	26674	27282
NZ_CP130945.1_3561	NZ_CP130945.1_3737730-3748283:._11	NZ_CP130945.1	1	3742729	3743283
NZ_CP156987.1_7	NZ_CP156987.1_2197-12804:._5	NZ_CP156987.1	1	7196	7804
NZ_CM135945.1_3157	NZ_CM135945.1_3293781-3303974:._9	NZ_CM135945.1	1	3298780	3298974
NZ_CP129530.1_197	NZ_CP129530.1_201216-211769:._7	NZ_CP129530.1	1	206215	206769
NZ_CP129530.1_354	NZ_CP129530.1_348624-359207:._5	NZ_CP129530.1	1	353623	354207
NZ_CP196572.1_2	NZ_CP196572.1_1-6714:._2	NZ_CP196572.1	1	1106	1714
NZ_CP196572.1_38	NZ_CP196572.1_32824-43377:._4	NZ_CP196572.1	-1	37823	38377
NZ_CP141330.1_2479	NZ_CP141330.1_2599259-2609908:._4	NZ_CP141330.1	1	2604258	2604908
NZ_CP120757.1_5	NZ_CP120757.1_1-8645:._5	NZ_CP120757.1	-1	3058	3645
NZ_CP020473.1_2462	NZ_CP020473.1_2611541-2622112:._14	NZ_CP020473.1	1	2616540	2617112
NZ_CP066474.1_83	NZ_CP066474.1_72328-82890:._8	NZ_CP066474.1	1	77327	77890
NZ_CP066476.1_33	NZ_CP066476.1_23126-33745:._7	NZ_CP066476.1	-1	26463	27077
NZ_CP066476.1_39	NZ_CP066476.1_23126-33745:._13	NZ_CP066476.1	1	30739	31146
NZ_CP066475.1_72	NZ_CP066475.1_51608-62221:._7	NZ_CP066475.1	-1	56607	57221
NZ_OZ061245.1_43	NZ_OZ061245.1_34210-44793:._10	NZ_OZ061245.1	1	42142	42786
NZ_OZ061245.1_2830	NZ_OZ061245.1_2848781-2859412:._7	NZ_OZ061245.1	-1	2853780	2854412
NZ_CP181217.1_48	NZ_CP181217.1_44014-54657:._7	NZ_CP181217.1	1	49013	49657
NZ_CP116544.1_69	NZ_CP116544.1_53486-64108:._7	NZ_CP116544.1	-1	58485	59108
NZ_CP116544.1_109	NZ_CP116544.1_89719-100140:._7	NZ_CP116544.1	-1	94718	95140
NZ_CP181144.1_14	NZ_CP181144.1_6721-17331:._6	NZ_CP181144.1	-1	11720	12331
NZ_CP018769.1_10	NZ_CP018769.1_4065-14675:._6	NZ_CP018769.1	-1	9064	9675
NZ_CP015818.1_15	NZ_CP015818.1_8694-19304:._10	NZ_CP015818.1	-1	13693	14304
NZ_CP015818.1_41	NZ_CP015818.1_26118-36725:._10	NZ_CP015818.1	-1	31117	31725
NZ_CP118791.1_30	NZ_CP118791.1_19133-29740:._11	NZ_CP118791.1	-1	28802	29308
NZ_CP118792.1_4	NZ_CP118792.1_1-8710:._4	NZ_CP118792.1	-1	2626	3339
